0000(沈阳-北京) 120000421606
D5609(南京南-安庆) 5l000D560902
5609(重庆北-秀山) 77000056090W
C5610(黄冈东-武汉) 39000C561004
D5610(安庆-南京南) 59000D561010
5610(秀山-重庆北) 77000056100R
D5611(郑州东-洛阳龙门) 38000D561103
C5611(武汉-黄冈东) 4e000C561104
5611(内江-重庆) 770000561170
C5612(黄冈东-武汉) 39000C561205
D5612(洛阳龙门-郑州东) 3b000D561200
5612(重庆-内江) 770000561270
C5613(武汉-黄冈东) 4e000C561302
C5614(黄冈东-武汉) 39000C561402
C5617(武汉-黄冈东) 4e000C561702
C5618(黄冈东-武汉) 39000C561801
C5619(武汉-黄冈东) 4e000C561901
5619(燕岗-普雄) 76000056190L
C5620(黄冈东-武汉) 39000C562002
5620(普雄-燕岗) 76000056200J
C5621(武汉-黄冈东) 4e000C562104
C5622(黄冈东-武汉) 39000C562205
C5623(武汉-黄冈东) 4e000C562303
5629(重庆-遵义) 77000056290Q
5630(遵义-重庆) 78000056300Q
5633(普雄-攀枝花) 76000056330K
5634(攀枝花-普雄) 76000056340H
5635(内江-昭通) 770000563500
5636(昭通-内江) 770000563600
5639(玉屏-贵阳) 78000056390P
5640(贵阳-玉屏) 78000056400M
D5641(南京南-芜湖) 5l000D564102
D5642(芜湖-南京南) 54000D564202
5645(贵阳-昭通) 78000056450K
5646(昭通-贵阳) 77000056470W
5647(昭通-贵阳) 77000056470W
5648(贵阳-昭通) 78000056450K
D5651(合肥南-安庆) 5i000D565110
D5652(安庆-合肥南) 59000D565210
D5653(合肥南-安庆) 5i000D565312
D5654(安庆-合肥南) 59000D565410
D5655(合肥南-安庆) 5i000D565501
D5656(安庆-合肥南) 59000D565620
D5657(合肥南-安庆) 5i000D565710
D5658(安庆-合肥南) 59000D565803
D5659(合肥南-安庆) 5i000D565901
D5660(安庆-合肥南) 59000D566010
D5661(合肥南-安庆) 5i000D566110
D5662(安庆-合肥南) 59000D566202
D5663(合肥南-安庆) 5i000D566310
D5664(安庆-合肥南) 59000D566410
D5665(合肥南-安庆) 5i000D566510
D5666(安庆-合肥南) 59000D566602
T5687(北京-秦皇岛) 24000T56870F
T5688(秦皇岛-北京) 25000T56880N
D5700(郑州东-安阳东) 38000D570001
D5701(宜昌东-武昌) 42000D570406
D5702(武昌-利川) 39000D570206
D5703(武昌-利川) 39000D570206
D5704(宜昌东-武昌) 42000D570406
D5711(宜昌东-武昌) 42000D571405
D5712(武昌-宜昌东) 39000D571205
D5713(武昌-宜昌东) 39000D571205
D5714(宜昌东-武昌) 42000D571405
D5716(武昌-宜昌东) 39000D571604
D5717(武昌-宜昌东) 39000D571604
D5721(利川-武昌) 42000D572407
D5722(武昌-宜昌东) 39000D572206
D5723(武昌-宜昌东) 39000D572206
D5724(利川-武昌) 42000D572407
D5725(宜昌东-武昌) 42000D572806
D5726(武昌-宜昌东) 39000D572605
D5727(武昌-宜昌东) 39000D572605
D5728(宜昌东-武昌) 42000D572806
D5731(宜昌东-武昌) 42000D573406
D5732(武昌-宜昌东) 39000D573206
D5733(武昌-宜昌东) 39000D573206
D5734(宜昌东-武昌) 42000D573406
D5801(汉口-宜昌东) 39000D580106
5801(乌鲁木齐-阿拉山口) 930000580121
D5802(宜昌东-汉口) 42000D580203
5802(阿拉山口-乌鲁木齐) 950000580221
D5803(汉口-宜昌东) 39000D580300
D5804(宜昌东-汉口) 42000D580400
5809(喀什-和田) 940000580900
5810(和田-喀什) 940000581000
D5817(汉口-宜昌东) 39000D58170B
5817(和田-乌鲁木齐南) 940000582002
5818(乌鲁木齐南-和田) 930000581801
D5819(汉口-宜昌东) 39000D581910
5819(乌鲁木齐南-和田) 930000581801
D5820(宜昌东-汉口) 42000D582006
5820(和田-乌鲁木齐南) 940000582002
D5826(宜昌东-汉口) 42000D582607
D5835(汉口-荆州) 39000D58350R
D5836(荆州-汉口) 3h000D58360Q
D5841(汉口-宜昌东) 39000D58410C
D5842(宜昌东-汉口) 42000D58420C
D5845(汉口-宜昌东) 39000D58450I
D5846(宜昌东-汉口) 42000D58460I
D5847(汉口-宜昌东) 39000D58470E
D5848(宜昌东-汉口) 42000D58480E
D5851(宜昌东-武汉) 42000D585405
D5852(武汉-宜昌东) 4e000D585206
D5853(武汉-宜昌东) 4e000D585206
D5854(宜昌东-武汉) 42000D585405
D5855(宜昌东-武汉) 42000D585807
D5856(武汉-宜昌东) 4e000D585605
D5857(武汉-宜昌东) 4e000D585605
D5858(宜昌东-武汉) 42000D585807
D5861(宜昌东-武汉) 42000D586408
D5862(武汉-宜昌东) 4e000D586206
D5863(武汉-宜昌东) 4e000D586206
D5864(宜昌东-武汉) 42000D586408
D5865(宜昌东-武汉) 42000D586806
D5866(武汉-宜昌东) 4e000D586608
D5867(武汉-宜昌东) 4e000D586608
D5868(宜昌东-武汉) 42000D586806
D5875(宜昌东-武汉) 42000D587804
D5876(武汉-宜昌东) 4e000D587605
D5877(武汉-宜昌东) 4e000D587605
D5878(宜昌东-武汉) 42000D587804
D5896(宜昌东-汉口) 42000D589603
D5906(武汉-宜昌东) 4e000D590607
D5907(武汉-宜昌东) 4e000D590607
D5911(利川-黄冈东) 42000D591404
D5912(黄冈东-利川) 39000D591205
D5913(黄冈东-利川) 39000D591205
D5914(利川-黄冈东) 42000D591404
D5917(宜昌东-武汉) 42000D59200F
D5918(武汉-宜昌东) 4e000D59180F
D5919(武汉-宜昌东) 4e000D59180F
D5920(宜昌东-武汉) 42000D59200F
D5921(汉口-宜昌东) 39000D592101
D5922(宜昌东-汉口) 42000D592220
D5923(汉口-宜昌东) 39000D592302
D5924(宜昌东-汉口) 42000D592420
D5925(宜昌东-武汉) 42000D592803
D5926(武汉-宜昌东) 4e000D592603
D5927(武汉-宜昌东) 4e000D592603
D5928(宜昌东-武汉) 42000D592803
D5929(宜昌东-武汉) 42000D593202
D5930(武汉-宜昌东) 4e000D593003
D5931(武汉-宜昌东) 4e000D593003
D5932(宜昌东-武汉) 42000D593202
D5936(武汉-宜昌东) 4e000D593609
D5937(武汉-宜昌东) 4e000D593609
D5941(宜昌东-武汉) 42000D59440C
D5942(武汉-宜昌东) 4e000D59420E
D5943(武汉-宜昌东) 4e000D59420E
D5944(宜昌东-武汉) 42000D59440C
D5945(宜昌东-武汉) 42000D594808
D5946(武汉-宜昌东) 4e000D594606
D5947(武汉-宜昌东) 4e000D594606
D5948(宜昌东-武汉) 42000D594808
D5951(宜昌东-大冶北) 42000D595404
D5952(大冶北-宜昌东) 39000D595201
D5953(大冶北-宜昌东) 39000D595201
D5954(宜昌东-大冶北) 42000D595404
D5955(汉口-宜昌东) 39000D595503
D5956(宜昌东-汉口) 42000D595602
D5965(荆州-武汉) 3h000D596805
D5966(武汉-荆州) 4e000D596605
D5967(武汉-荆州) 4e000D596605
D5968(荆州-武汉) 3h000D596805
D5972(武汉-宜昌东) 4e000D597220
D5973(武汉-宜昌东) 4e000D597220
D5975(宜昌东-武汉) 42000D597830
D5978(宜昌东-武汉) 42000D597830
D5981(孝感东-宜昌东) 39000D598400
D5982(宜昌东-孝感东) 42000D598200
D5983(宜昌东-孝感东) 42000D598200
D5984(孝感东-宜昌东) 39000D598400
D5987(恩施-武昌) 42000D599000
D5989(汉口-恩施) 39000D598900
D5990(恩施-武昌) 42000D599000
D5991(恩施-武汉) 42000D599404
D5992(武汉-恩施) 4e000D599203
D5993(武汉-恩施) 4e000D599203
D5994(恩施-武汉) 42000D599404
D5995(利川-武汉) 42000D599802
D5996(武汉-利川) 4e000D599602
D5997(武汉-利川) 4e000D599602
D5998(利川-武汉) 42000D599802
D6001(济南-青岛) 47000D60010F
G6001(长沙南-深圳北) 6c000G60010G
D6002(青岛-济南) 49000D600209
G6002(深圳北-长沙南) 6i000G600209
D6003(济南-青岛) 47000D600310
D6004(青岛-济南) 49000D60040C
D6005(济南西-青岛) 4p000D600505
D6006(青岛-济南) 49000D60060C
D6007(济南-青岛北) 47000D600707
D6008(青岛-济南) 49000D60080E
D6009(济南-青岛) 47000D60090F
D6010(青岛北-济南西) 49000D601050
D6011(济南-青岛) 47000D60110D
G6011(长沙南-深圳北) 6c000G60110H
D6012(青岛-济南西) 49000D60120F
G6012(深圳北-长沙南) 6i000G60120C
G6013(长沙南-深圳北) 6c000G60130I
G6014(福田-长沙南) 6i000G601400
G6015(长沙南-福田) 6c000G60150G
G6016(深圳北-长沙南) 6i000G60160A
G6017(长沙南-深圳北) 6c000G60170L
G6018(福田-长沙南) 6i000G60180E
G6019(长沙南-深圳北) 6c000G60190J
G6020(深圳北-长沙南) 6i000G60200B
G6021(长沙南-深圳北) 6c000G60210H
G6022(深圳北-长沙南) 6i000G602207
G6023(长沙南-福田) 6c000G60230M
G6024(深圳北-长沙南) 6i000G602408
6025(麻城-九江) 390000602505
G6025(长沙南-深圳北) 6c000G60250F
6026(九江-麻城) 570000602607
G6026(深圳北-长沙南) 6i000G602609
G6027(长沙南-深圳北) 6c000G60270F
G6028(福田-长沙南) 6i000G60280C
6029(承德-赤峰) 24000060290B
G6029(长沙南-深圳北) 6c000G602903
6030(赤峰-承德) 160000603005
G6030(深圳北-长沙南) 6i000G603002
6031(石家庄北-太原) 26000060310C
G6031(长沙南-深圳北) 6c000G603103
6032(太原-石家庄北) 270000603215
G6032(深圳北-长沙南) 6i000G603202
6033(石家庄北-太原) 26000060330F
G6033(岳阳东-深圳北) 6c000G603303
6034(太原-石家庄北) 270000603415
G6034(深圳北-岳阳东) 6i000G603403
6035(通辽-锡林浩特) 160000603501
6036(锡林浩特-通辽) 340000603603
6037(锡林浩特-通辽) 340000603603
6038(通辽-锡林浩特) 160000603501
6039(通辽-集宁南) 160000603903
6042(通辽-集宁南) 160000603903
6043(邯郸-长治北) 26000060430P
6044(长治北-邯郸) 380000604403
6045(临汾-韩城) 270000604526
6046(韩城-临汾) 410000604606
D6051(济南西-烟台) 4p000D605101
D6052(烟台-济南) 49000D605201
D6053(济南-烟台) 47000D605306
D6054(烟台-济南西) 49000D605430
6055(大同-包头) 28000060551D
6056(包头-大同) 33000060560D
D6056(烟台-枣庄) 49000D605620
D6057(烟台-枣庄) 49000D605620
6061(六盘水-昆明) 78000060610S
6062(昆明-六盘水) 80000060622A
6063(宝鸡-广元) 41000060630C
6064(广元-宝鸡) 760000606403
6065(安康-达州) 43000060650L
6066(达州-安康) 77000060660B
D6071(济南-荣成) 47000D607101
G6071(永州-福田) 62000G607403
6071(平凉-宝鸡) 870000607404
6072(宝鸡-平凉) 410000607208
D6072(荣成-济南西) 49000D607207
G6072(福田-永州) 6i000G607203
6073(宝鸡-平凉) 410000607208
D6073(济南-荣成) 47000D607304
G6073(福田-永州) 6i000G607203
D6074(荣成-济南) 49000D607406
G6074(永州-福田) 62000G607403
6074(平凉-宝鸡) 870000607404
D6075(济南-荣成) 47000D607503
G6075(永州-福田) 62000G607801
D6076(荣成-济南) 49000D607606
G6076(福田-永州) 6i000G607601
D6077(济南西-荣成) 4p000D607702
G6077(福田-永州) 6i000G607601
D6078(荣成-济南西) 49000D607805
G6078(永州-福田) 62000G607801
6081(贵阳-威舍) 78000060810H
D6082(枣庄-荣成) 4p000D608201
6082(威舍-贵阳) 800000608312
D6083(枣庄-荣成) 4p000D608201
6083(威舍-贵阳) 800000608312
6084(贵阳-威舍) 78000060810H
6087(张家口南-大同) 24000060870E
6088(大同-张家口南) 280000608803
D6092(荣成-烟台) 49000D609202
D6093(烟台-荣成) 49000D609303
D6099(烟台-荣成) 49000D609902
G6101(长沙南-广州南) 6c000G61010B
C6101(成都-青城山) 76000C610106
K6101(楚雄-昆明) 8c000K610403
C6102(青城山-成都) 76000C610205
K6102(昆明-楚雄) 80000K610208
C6103(成都-青城山) 76000C610304
K6103(昆明-楚雄) 80000K610208
C6104(青城山-犀浦) 76000C610404
K6104(楚雄-昆明) 8c000K610403
G6105(长沙南-广州南) 6c000G610509
C6105(犀浦-青城山) 76000C610502
C6106(青城山-成都) 76000C610604
C6107(犀浦-青城山) 76000C610702
C6108(青城山-犀浦) 76000C610801
C6109(犀浦-青城山) 76000C610902
G6110(广州南-长沙南) 6c000G61100A
C6110(青城山-犀浦) 76000C611010
G6111(长沙南-珠海) 6c000G61110I
C6111(犀浦-都江堰) 76000C611120
K6111(宣威-昆明) 80000K61110H
G6112(珠海-长沙南) 6e000G611201
C6112(都江堰-成都) 76000C611220
K6112(昆明-宣威) 80000K61120L
C6113(成都-青城山) 76000C611302
C6114(青城山-成都) 76000C611403
C6115(成都-都江堰) 76000C611520
G6116(广州南-长沙南) 6c000G61160B
C6116(都江堰-犀浦) 76000C611602
G6117(长沙南-广州南) 6c000G61170C
C6117(成都-青城山) 76000C611701
C6118(都江堰-犀浦) 76000C611801
G6119(长沙南-广州南) 6c000G61190H
C6119(犀浦-都江堰) 76000C611902
G6120(广州南-长沙南) 6c000G61200G
C6120(青城山-犀浦) 76000C612002
C6121(犀浦-青城山) 76000C612101
G6122(广州南-长沙南) 6c000G61220J
C6122(青城山-成都) 76000C612201
G6123(长沙南-永州) 6c000G612303
C6123(犀浦-青城山) 76000C612301
G6124(永州-长沙南) 62000G612400
C6124(青城山-成都) 76000C612401
C6127(犀浦-都江堰) 76000C612701
C6128(都江堰-成都) 76000C612801
C6129(成都-都江堰) 76000C612901
C6130(都江堰-犀浦) 76000C613001
G6131(岳阳东-广州南) 6c000G61310D
C6131(犀浦-都江堰) 76000C613101
G6132(广州南-岳阳东) 6c000G61320E
C6132(都江堰-犀浦) 76000C613201
C6133(犀浦-都江堰) 76000C613301
C6134(都江堰-犀浦) 76000C613401
C6135(犀浦-都江堰) 76000C613501
C6136(都江堰-成都) 76000C613601
C6137(成都-都江堰) 76000C613701
C6138(都江堰-成都) 76000C613802
C6139(成都-都江堰) 76000C613901
C6140(都江堰-犀浦) 76000C614001
G6141(怀化南-福田) 61000G614410
C6141(犀浦-都江堰) 76000C614100
G6142(福田-怀化南) 6i000G614210
C6142(都江堰-犀浦) 76000C614200
G6143(福田-怀化南) 6i000G614210
C6143(犀浦-都江堰) 76000C614300
G6144(怀化南-福田) 61000G614410
C6144(都江堰-成都) 76000C614400
G6145(怀化南-福田) 61000G614804
C6145(成都-都江堰) 76000C614500
G6146(福田-怀化南) 6i000G614605
C6146(都江堰-成都) 76000C614600
G6147(福田-怀化南) 6i000G614605
G6148(怀化南-福田) 61000G614804
G6151(怀化南-广州南) 61000G615405
C6151(成都-离堆公园) 76000C615103
G6152(广州南-怀化南) 6c000G615205
C6152(离堆公园-犀浦) 76000C615202
G6153(广州南-怀化南) 6c000G615205
C6153(犀浦-离堆公园) 76000C615303
G6154(怀化南-广州南) 61000G615405
C6154(离堆公园-犀浦) 76000C615402
C6155(成都-离堆公园) 76000C615503
C6156(离堆公园-成都) 76000C615601
C6157(犀浦-离堆公园) 76000C615701
C6158(离堆公园-犀浦) 76000C615801
G6159(怀化南-福田) 61000G616204
G6160(福田-怀化南) 6i000G616003
C6160(离堆公园-犀浦) 76000C616001
G6161(福田-怀化南) 6i000G616003
6161(攀枝花-昆明) 76000061610Y
G6162(怀化南-福田) 61000G616204
6162(昆明-攀枝花) 80000061621C
G6163(怀化南-福田) 61000G616602
G6164(福田-怀化南) 6i000G616403
G6165(福田-怀化南) 6i000G616403
G6166(怀化南-福田) 61000G616602
C6181(成都-彭州) 76000C618102
C6182(彭州-犀浦) 76000C618202
C6183(犀浦-彭州) 76000C618303
C6184(彭州-成都) 76000C618403
C6185(犀浦-彭州) 76000C618501
C6186(彭州-成都) 76000C618600
D6195(营山-离堆公园) 7m000D619501
D6201(福州-厦门) 58000D62010I
G6201(广州南-福田) 6c000G62010D
C6201(绵阳-成都东) 76000C620103
Z6201(兰州-武威) 85000Z620102
G6202(深圳北-广州南) 6i000G62020G
C6202(成都东-江油) 76000C620204
Z6202(武威-兰州) 86000Z620201
G6203(广州南-福田) 6c000G62030L
C6203(绵阳-成都东) 76000C620304
Z6203(兰州-武威) 85000Z620300
D6204(厦门-福州) 58000D620407
G6204(深圳北-广州南) 6i000G62040Y
C6204(成都东-绵阳) 76000C620403
Z6204(武威-兰州) 86000Z620400
D6205(福州南-厦门北) 5n000D62050E
G6205(广州南-深圳北) 6c000G62050G
C6205(江油-成都东) 76000C620505
Z6205(兰州-嘉峪关) 85000Z620501
D6206(厦门-福州) 58000D62060E
C6206(成都东-绵阳) 76000C620605
Z6206(嘉峪关-兰州) 86000Z620601
D6207(福州-厦门) 58000D62070D
G6207(广州南-深圳北) 6c000G62070A
C6207(江油-成都东) 76000C620705
Z6207(兰州-张掖) 85000Z620711
D6208(厦门-福州) 58000D62080F
G6208(深圳北-广州南) 6i000G62080L
C6208(成都东-江油) 76000C620804
Z6208(张掖-兰州) 86000Z620811
G6209(广州南-深圳北) 6c000G62090O
C6209(江油-成都东) 76000C620901
D6210(厦门-福州) 58000D62100A
C6210(成都东-江油) 76000C621005
G6211(广州南-深圳北) 6c000G62110N
C6211(绵阳-成都东) 76000C621109
D6212(厦门-福州) 58000D62120J
C6212(成都东-江油) 76000C62120J
D6213(福州-厦门北) 58000D62130L
G6213(广州南-深圳北) 6c000G62130P
C6213(绵阳-成都东) 76000C621302
D6214(厦门-福州) 58000D62140I
G6214(深圳北-广州南) 6i000G62140Q
C6214(成都东-绵阳) 76000C62140C
6215(桦南-佳木斯) 02000062150B
G6215(广州南-深圳北) 6c000G621506
C6215(绵阳-成都东) 76000C621502
6216(佳木斯-桦南) 020000621609
D6216(厦门-福州) 58000D62160E
G6216(深圳北-广州南) 6i000G621607
C6216(成都东-绵阳) 76000C621610
D6217(福州-厦门) 58000D62170P
C6217(绵阳-成都东) 76000C621710
D6218(漳州-福州) 5n000D62180D
G6218(深圳北-广州南) 6i000G621811
C6218(成都东-绵阳) 76000C621802
D6219(福州-厦门) 58000D62190E
G6219(广州南-福田) 6c000G62190Z
C6219(绵阳-成都东) 76000C621902
D6220(厦门-福州) 58000D62200M
C6220(成都东-绵阳) 76000C622002
D6221(福州-漳州) 58000D62210J
G6221(广州南-福田) 6c000G62210Q
C6221(绵阳-成都东) 76000C622103
G6222(深圳北-广州南) 6i000G622207
C6222(成都东-绵阳) 76000C622202
6223(牡丹江-东方红) 03000062230V
D6223(福州-厦门) 58000D62230O
G6223(广州南-深圳北) 6c000G622306
C6223(江油-成都东) 76000C622305
6224(东方红-牡丹江) 030000622420
D6224(厦门-福州) 58000D62240L
G6224(深圳北-广州南) 6i000G62240S
C6224(成都东-绵阳) 76000C622402
6225(哈尔滨东-帽儿山) 010000622530
D6225(福州-厦门) 58000D62250Q
G6225(广州南-深圳北) 6c000G62250O
6226(帽儿山-香坊) 010000622605
D6226(厦门-福州) 58000D62260J
6227(五常-哈尔滨东) 010000622760
D6227(福州-厦门) 58000D62270M
G6227(广州南-深圳北) 6c000G622707
6228(哈尔滨东-五常) 010000622800
D6228(厦门-福州) 58000D62280G
D6229(福州-厦门) 58000D62290M
G6229(广州南-深圳北) 6c000G62290K
G6230(福田-广州南) 6i000G62300U
6231(五常-哈尔滨东) 010000623140
D6231(福州-厦门) 58000D62310P
6232(香坊-五常) 010000623202
D6232(厦门北-福州南) 5n000D623207
6233(五常-哈尔滨东) 010000623320
D6233(福州-厦门) 58000D62330O
6234(哈尔滨东-五常) 0100006234B0
D6234(厦门-福州) 58000D62340H
G6234(深圳北-广州南) 6i000G62340F
6235(五常-哈尔滨东) 010000623500
D6235(福州-厦门) 58000D62350O
6236(哈尔滨东-五常) 010000623600
G6236(福田-广州南) 6i000G62360B
6237(塔尔气-海拉尔) 05000062400D
D6237(福州-厦门) 58000D62370M
G6237(广州南-深圳北) 6c000G623716
6238(海拉尔-塔尔气) 05000062380E
D6238(厦门-福州) 58000D62380H
6239(海拉尔-塔尔气) 05000062380E
6240(塔尔气-海拉尔) 05000062400D
D6240(厦门-莆田) 58000D62400A
G6240(福田-广州南) 6i000G624010
D6241(武夷山东-厦门北) 5y000D624110
G6241(广州南-深圳北) 6c000G62410G
D6242(厦门-武夷山东) 58000D624210
G6242(深圳北-广州南) 6i000G62420K
G6244(深圳北-广州南) 6i000G624409
6245(齐齐哈尔-古莲) 040000624510
6246(古莲-齐齐哈尔) 04000062460U
G6246(深圳北-广州南) 6i000G624608
G6248(深圳北-广州南) 6i000G624811
G6250(深圳北-广州南) 6i000G62500A
6251(牡丹江-鸡西) 03000062510C
G6251(广州南-深圳北) 6c000G625110
C6251(成都东-眉山东) 76000C625110
6252(鸡西-牡丹江) 03000062520B
G6252(深圳北-广州南) 6i000G625209
C6252(眉山东-成都南) 76000C625220
6253(哈尔滨东-绥化) 010000625330
G6253(广州南-福田) 6c000G625306
C6253(成都东-峨眉山) 76000C62530A
6254(绥化-哈尔滨东) 010000625450
G6254(福田-广州南) 6i000G62540J
C6254(乐山-成都南) 76000C625406
G6255(广州南-深圳北) 6c000G62550M
C6255(成都南-乐山) 76000C625520
C6256(乐山-成都东) 76000C625610
6257(佳木斯-双鸭山) 02000062570J
C6257(成都南-乐山) 76000C625707
6258(双鸭山-佳木斯) 02000062580E
G6258(深圳北-广州南) 6i000G625805
C6258(乐山-成都南) 76000C625820
6259(齐齐哈尔-富拉尔基) 04000062590B
C6259(成都东-乐山) 76000C625904
6260(富拉尔基-三间房) 040000626007
G6260(深圳北-广州南) 6i000G626006
C6260(眉山东-成都东) 76000C626004
6261(三间房-富拉尔基) 040000626107
C6261(成都南-眉山东) 76000C626120
6262(富拉尔基-三间房) 040000626206
C6262(峨眉山-成都东) 76000C626209
6263(三间房-富拉尔基) 040000626305
C6263(成都东-峨眉山) 76000C626307
6264(富拉尔基-汤池) 040000626400
C6264(峨眉山-成都南) 76000C626402
6265(汤池-富拉尔基) 040000626510
C6265(成都东-峨眉山) 76000C626504
6266(富拉尔基-齐齐哈尔) 040000626608
G6266(深圳北-广州南) 6i000G62660A
C6266(峨眉山-成都东) 76000C626605
6267(莫尔道嘎-海拉尔) 05000062700H
C6267(成都南-峨眉山) 76000C62670B
6268(海拉尔-莫尔道嘎) 05000062680J
C6268(峨眉山-成都南) 76000C62680F
6269(海拉尔-莫尔道嘎) 05000062680J
C6269(成都东-峨眉山) 76000C62690C
6270(莫尔道嘎-海拉尔) 05000062700H
G6270(石家庄-天津西) 26000G627001
C6270(峨眉山-成都东) 76000C62700C
6271(乌伊岭-佳木斯) 02000062740G
G6271(天津西-邯郸东) 25000G627103
C6271(成都南-峨眉山) 76000C62710A
6272(佳木斯-乌伊岭) 02000062720B
G6272(邯郸东-秦皇岛) 26000G627203
C6272(乐山-成都东) 76000C627210
6273(佳木斯-乌伊岭) 02000062720B
G6273(邯郸东-秦皇岛) 26000G627203
6274(乌伊岭-佳木斯) 02000062740G
G6274(秦皇岛-邯郸东) 25000G627402
6275(泰来-齐齐哈尔) 04000062750M
G6275(秦皇岛-邯郸东) 25000G627402
6276(齐齐哈尔-泰来) 04000062760L
G6276(邯郸东-天津西) 26000G627603
6277(泰来-齐齐哈尔) 04000062770J
6278(齐齐哈尔-泰来) 04000062780H
6279(三间房-齐齐哈尔) 04000062790I
6280(齐齐哈尔-三间房) 04000062800G
6281(七台河-佳木斯) 03000062840O
C6281(德阳-成都东) 76000C628110
6282(佳木斯-七台河) 02000062820M
C6282(成都东-德阳) 76000C628210
6283(佳木斯-七台河) 02000062820M
C6283(德阳-成都东) 76000C628310
6284(七台河-佳木斯) 03000062840O
G6284(邯郸东-秦皇岛) 26000G628402
C6284(成都东-德阳) 76000C628402
6285(长汀镇-牡丹江) 030000628809
G6285(邯郸东-秦皇岛) 26000G628402
C6285(德阳-成都东) 76000C628510
6286(牡丹江-长汀镇) 03000062860B
G6286(秦皇岛-邯郸东) 25000G628601
C6286(成都东-德阳) 76000C628603
6287(牡丹江-长汀镇) 03000062860B
G6287(秦皇岛-邯郸东) 25000G628601
C6287(德阳-成都东) 76000C628700
6288(长汀镇-牡丹江) 030000628809
G6288(邯郸东-天津西) 26000G628802
C6288(成都东-德阳) 76000C628801
G6289(天津西-秦皇岛) 25000G628901
C6289(德阳-成都东) 76000C628901
G6290(秦皇岛-邯郸东) 25000G629002
C6290(成都东-德阳) 76000C629001
G6291(秦皇岛-邯郸东) 25000G629002
C6291(德阳-成都东) 76000C629110
G6292(邯郸东-天津西) 26000G629201
C6292(成都东-德阳) 76000C629201
G6293(天津西-石家庄) 25000G629303
C6293(德阳-成都东) 76000C629300
C6294(成都东-德阳) 76000C629410
G6301(广州南-潮汕) 6c000G63010A
C6301(江油-峨眉山) 76000C630106
G6302(潮汕-广州南) 6j000G630305
C6302(峨眉山-江油) 76000C630208
G6303(潮汕-广州南) 6j000G630305
C6303(江油-峨眉山) 76000C630305
G6304(广州南-潮汕) 6c000G63010A
C6304(峨眉山-江油) 76000C630404
G6305(广州南-潮汕) 6c000G630506
C6305(江油-乐山) 76000C630505
G6306(潮汕-广州南) 6j000G630705
C6306(峨眉山-江油) 76000C630605
T6307(呼和浩特-乌海西) 33000T630703
G6307(潮汕-广州南) 6j000G630705
C6307(江油-峨眉山) 76000C630705
T6308(乌海西-呼和浩特) 33000T630804
G6308(广州南-潮汕) 6c000G630506
C6308(峨眉山-江油) 76000C630806
G6309(广州南-潮汕) 6c000G630907
C6309(江油-峨眉山) 76000C630903
G6310(潮汕-广州南) 6j000G631107
C6310(乐山-江油) 76000C631010
G6311(潮汕-广州南) 6j000G631107
C6311(江油-峨眉山) 76000C631105
G6312(广州南-潮汕) 6c000G630907
C6312(峨眉山-江油) 76000C631205
G6313(广州南-潮汕) 6c000G631306
C6313(江油-乐山) 76000C631304
G6314(潮汕-广州南) 6j000G631506
C6314(峨眉山-江油) 76000C631409
G6315(潮汕-广州南) 6j000G631506
C6315(江油-峨眉山) 76000C63150F
G6316(广州南-潮汕) 6c000G631306
C6316(峨眉山-江油) 76000C63160I
G6317(广州南-潮汕) 6c000G631705
C6317(江油-峨眉山) 76000C63170M
G6318(潮汕-广州南) 6j000G631905
C6318(峨眉山-绵阳) 76000C631809
G6319(潮汕-广州南) 6j000G631905
C6319(绵阳-峨眉山) 76000C631908
G6320(广州南-潮汕) 6c000G631705
C6320(峨眉山-江油) 76000C632006
G6321(广州南-潮汕) 6c000G632106
C6321(江油-峨眉山) 76000C632105
G6322(潮汕-广州南) 6j000G632306
C6322(峨眉山-江油) 76000C632205
G6323(潮汕-广州南) 6j000G632306
G6324(广州南-潮汕) 6c000G632106
G6325(广州南-潮汕) 6c000G632504
G6326(潮汕-广州南) 6j000G632706
G6327(潮汕-广州南) 6j000G632706
G6328(广州南-潮汕) 6c000G632504
G6329(广州南-潮汕) 6c000G632905
G6330(潮汕-广州南) 6j000G633104
D6331(福鼎-厦门) 5n000D63310I
G6331(潮汕-广州南) 6j000G633104
D6332(厦门-福鼎) 58000D63320G
G6332(广州南-潮汕) 6c000G632905
D6333(福鼎-厦门) 5n000D63330L
D6334(厦门-福鼎) 58000D63340D
6335(公主岭-长春) 110000633501
D6335(福鼎-福州) 5n000D63350F
6336(长春-公主岭) 110000633604
D6336(福州-福鼎) 58000D63360G
6337(长春-陶赖昭) 110000633707
D6337(福鼎-福州) 5n000D63370H
6338(德惠-长春) 110000633802
D6338(福州-福鼎) 58000D63380J
D6341(九江-南昌) 57000D63410E
D6342(南昌-九江) 57000D63420H
D6343(九江-南昌) 57000D63430H
D6344(南昌-九江) 57000D63440E
D6345(九江-南昌) 57000D63450B
D6346(南昌-九江) 57000D63460D
D6347(九江-南昌) 57000D634706
D6348(南昌-九江) 57000D63480H
D6349(九江-南昌) 57000D63490B
D6350(南昌-九江) 57000D63500C
D6351(九江-南昌) 57000D635109
D6352(南昌-九江) 57000D63520C
D6353(九江-南昌) 57000D63530A
D6354(南昌-九江) 57000D63540A
D6355(九江-南昌) 57000D63550A
D6356(南昌-九江) 57000D63560E
